,-10,-3,-1,0
20,-0.613474167542678,-0.11191221130090473,-0.02496707609508525,0.21577112039903465
13,-0.05,-0.02985,-0.0131576045,-0.3536542406836548
6,-0.05,-0.015,-0.005,-0.021069499999999998
8,0.0,-0.015,-0.005,-0.06485
11,-0.19701995,0.0,0.0,-0.05
4,-0.05,-0.015,-0.01494005,-0.05
-1,0.0,0.0,0.0,-0.3
2,-0.148505,-0.02985,-0.005,0.2
-3,0.0,0.0,0.0,-0.3
0,0.0,0.0,-0.005,0.0
-5,0.0,0.0,0.0,-0.597
-2,-0.3,-0.597,0.0,0.2
-9,0.0,0.0,-0.3,0.0
-7,0.2,0.0,0.0,-0.3
-4,0.0,0.0,0.0,0.0
terminal,0.0,0.0,0.0,0.0
22,-0.24008361053045,-0.015,-0.21668015883607475,-0.030070342422112085
25,-0.1486264644092648,-0.08843401359606208,-0.0482573425894301,-0.1236037963331815
28,-0.14356523803972188,-0.3877491454028095,-0.039379468818310566,-0.05496778466127599
30,-0.14361677690000002,-0.044955015,-0.1335876172190543,-0.11608951991332754
33,-0.29872152066617985,-0.581128084933387,0.05051801279467843,-0.09052185295280984
36,-0.29108409818454273,0.4460533638278164,-0.2602771170253228,-0.05674994498857594
29,-0.7443646107151357,-0.3888944618836609,0.0794219487282821,-0.09343274879625717
32,-0.4801223288232162,-0.42291157818989966,0.10603335637726267,-0.09581807329806899
27,0.09980909773628373,-0.07295350734889347,-0.08227242059624634,-0.05450000000000001
24,-0.2450497505,-0.6082666281051766,0.00880765818718204,-0.14798218472086425
26,-0.34025731646723395,-0.059910059985,-0.1636211417326994,-0.04158057048471639
19,-0.0995,-0.13085641865997433,-0.030951465541857417,-0.1565302505
21,-0.05,-0.0282542301707145,0.1404524211901917,-0.09251817541681925
23,-0.0995,-0.07906246171372518,-0.09079399594065438,0.06690974123883653
31,-0.10062785528555504,0.32194758245605287,-0.18650243702412125,-0.01370283842639029
15,-0.148505,-0.05413984503045001,0.17440631995,-0.0694005
10,-0.148505,-0.015,-0.005,-0.05
3,0.0,0.0,-0.00995,-0.05
5,0.2,-0.02985,-0.005,-0.015
7,0.0,0.0,-0.0031999999999999997,-0.1044455
9,0.09832000000000002,-0.026736000000000003,-0.0148505,0.0
16,-0.048667999999999996,0.0,-0.03966885971075954,-0.0997173230651845
12,0.0,-0.015,-0.005,-0.06489500000000001
18,-0.05,-0.11692416528283944,-0.04066142949412228,-0.05327270833434544
17,-0.05,0.0,-0.03500017813112241,-0.04904941374263997
14,-0.0995,-0.015,-0.005,0.0
34,-0.1947777906044795,-0.3518694237782552,0.24828001885007384,-0.2346720852841207
37,-0.197424545135,-0.47687123912441476,0.003576266186504037,-0.03761801922780112
39,0.6652669385759827,-0.07282013698371022,-0.045325995925971356,-0.03899182256850517
42,-0.42816903169881293,-0.4030536377907737,0.07076153139017595,0.8274297637021307
44,0.254124280208672,0.737933753363322,-0.003290696605018788,-0.6907152992527874
47,-0.2952208235031866,-0.40760011767817844,-0.03780027165098747,0.6442050435510348
40,-0.3399325202203892,-0.0897514383764832,0.3513731822457122,-0.4034211389547344
35,-0.19675254881634227,0.5645825494850001,0.015310398335195834,-0.3060918983122824
43,-0.09784628438000001,-0.2475563588906549,0.7904241611684378,-0.02985
45,-0.14672172822924345,-0.05777472053568218,-0.06483217706162361,0.446315716024003
38,-0.1884140013681255,-0.8849784533790529,0.00698654855066625,-0.20694996389759596
41,-1.238567024205243,0.245057928040347,-0.006515042834219066,-0.0034938094266605737
50,-0.4268780342816132,-0.4111018514114955,-0.23758565526450504,-1.5461340261266892
52,-0.49534211629999997,-0.398,-3.9278507911075216,-0.8910119999999999
55,-4.4478499494975825,-7.041927183925573,-4.042734583117305,-3.1465620846533358
48,0.05829249004764564,-0.25160646970959,-0.24847586555004345,-2.0981068738398028
51,-3.6326758777381367,-0.89283,-7.135091569586887,-1.6876959539023475
53,-3.9352273839659753,-4.095380251889705,-10.345287659798002,-6.427842306854131
56,-4.714842229901593,-1.1995925353731054,-1.486440621404823,-1.7627505179699998
59,-0.8851097000000001,-1.4879677476000002,-0.7930200000000001,-1.0841097
57,-0.5991264014114954,-0.3,-1.1988979446,-2.3547287818127005
46,-0.3573498220010394,-0.06531979279894948,0.3596143935432617,-0.61373209178217
49,-0.09306007855914358,-0.3269790140421715,-0.08929372981498947,-0.10891359950683546
54,-1.8375193248752761,-2.936646604039445,-1.5337935505478866,-1.9516225420173001
58,-1.19306118050553,-1.4872457755150228,-1.6816306371357,-1.0850898
60,-1.2873041390175026,-2.631552190141077,-1.375968603,-1.1821196999999999
63,-0.9026953275344054,-0.2,-0.3,-0.2
62,-0.32650027796118025,-0.597,-0.3,-0.79572
61,-0.9174037276873848,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0
65,-0.30455431923,-0.3,-0.597,-0.398
67,0.0,-0.3,0.0,-0.2
