,-3,-1,0
20,-0.0464597263957502,-0.03150928827755981,-0.029784082685905933
22,-0.014970029985003002,-0.01640503900274078,-0.02003465412585553
25,-0.04065984508271291,-0.026769663034560243,-0.029375344543790653
27,0.0,-0.021793046612573433,-0.019543015423702632
30,-0.09108046975051207,-0.03652034607789298,-0.03395829959046443
32,-0.0030000000000000005,-0.07864538494757921,-0.030845311991627506
35,-0.28498070812002635,-0.09236986312883322,-0.09404087514429027
37,-0.05354343884564841,-0.12307359021734299,-0.056377244414203345
40,-0.3236486399469534,-0.0897091713814035,-0.09009577894713765
43,-0.04462377977546371,-0.10927968803824187,-0.04788684645688483
46,0.014359469419718633,-0.1315509955178823,-0.07160843220583309
48,-0.1568599563696884,-0.10069994118794447,-0.15017817239607284
51,-0.1723547817025461,-0.3784957145554158,-0.19504857475218354
53,-0.6358032029330966,-0.6390805653872618,-0.7094561337018441
56,-1.2122815768909765,-1.173845304598893,-1.2747272348476906
terminal,0.0,0.0,0.0
23,-0.03826405103785413,-0.027577717641312213,-0.04222224090723965
26,-0.07223388571971757,-0.12455569012553788,-0.04202464019956564
28,-0.04736697459323441,-0.039339163616156934,-0.18559285663662023
31,-0.28816523986798154,-0.14978405231061134,-0.11361868143161709
33,-0.07410686220886015,-0.11615192541040158,-0.16561856772772227
36,-0.3352514189338914,-0.13538389448394794,-0.13787469209535172
38,-0.08579289110184461,-0.14069974524026285,-0.0898837482391519
41,-0.16524322356934634,-0.09500398768463181,-0.09785817657476596
49,-0.3645696432645524,-0.30890101127035774,-0.31064364754509116
54,-0.720081434093037,-0.8120657115532011,-0.7731322747309533
59,-1.6017553416149068,-1.5406434085428196,-1.5749859237781911
62,-1.3550162847028986,-1.3414718291934966,-1.3946428281286491
29,-0.05961621018934189,-0.03118923213047973,-0.04506924235457826
34,-0.19724411207715048,-0.09073034367695697,-0.08961742923120873
39,-0.2750754725288139,-0.1195611463180266,-0.121348017743618
44,-0.3347337483368121,-0.0987174318604813,-0.09922644771824896
42,-0.005997000000000001,-0.15810130970766975,-0.04824795555658381
47,0.17532002793138712,-0.18658324160221518,-0.09691223891375458
52,-0.455689330980247,-0.4170698608458743,-0.6063887319726726
57,-0.9789658537904097,-1.0700952246730076,-1.0136387998442364
24,-0.03456218800986129,-0.012268444717807199,-0.011675157179700002
50,-0.17899260341356238,-0.14116684089086884,-0.13028908716904072
55,-1.2230458698362863,-1.1810400274149209,-1.191448854049588
60,-1.0392365649229591,-1.079468737927267,-1.006893083153383
58,-1.3162521822303714,-1.292867139233092,-1.3381986662822039
61,-1.6178770027083134,-1.5617287286574122,-1.5794883007459046
63,-1.0098980825843547,-1.1573437119663958,-1.004915201206903
65,-0.7114919958735699,-0.759729310891891,-0.7571353473621706
45,-0.26924921926604906,-0.040993744440696915,-0.08475941679758252
64,-1.1097547308015854,-1.0970829425845126,-1.0881653937321447
66,-0.7074867154285547,-0.6699378935152989,-0.6685985500346472
68,-0.32180198428970774,-0.393069601,-0.39310461194509005
67,-0.20575422218717349,-0.29608176064609004,-0.20665886624302196
70,-0.10200000000000001,-0.002017,-0.1
69,-0.10297,-0.1,-0.10765408501
72,-0.10297,-0.1,-0.10098010000000002
75,0.0,0.0,0.0
71,-0.1,-0.00199,-0.1
73,0.0,0.0,0.0
