,-3,-1,0
20,-0.02069583217715823,-0.015128564693654685,-0.01451394509748837
22,-0.0030000000000000005,-0.007871865789009511,-0.008108011495421931
25,-0.0318062585646523,-0.011361512828387073,-0.014091823887307953
27,0.0,-0.009133353486394647,-0.006536604138648963
30,-0.08301398287491288,-0.022618026434611443,-0.024079705666034693
32,-0.014970029985003002,-0.02326996822155702,-0.01672430105359772
35,-0.11902248891960872,-0.03295477022357442,-0.034019621266174874
37,-0.011982011997,-0.033409853969662916,-0.02021543221959747
40,-0.06628771406063044,-0.021670763131620634,-0.025806988377353866
42,-0.011939857598164514,-0.027176504465758814,-0.01128745387473531
45,-0.06626706540514041,-0.02170145227950587,-0.02194415331891325
47,-0.07306345955292211,-0.03358816053994543,-0.03470169153939743
49,-0.014970029985003002,-0.03146466329859239,-0.0306017691490992
52,-0.15832480404974064,-0.12678843392582395,-0.09611914564197283
54,-0.3622099680580867,-0.3062028766302104,-0.26552616683768004
56,-0.23152556880285954,-0.21900034678047997,-0.20862261132428608
59,-0.3039141691641143,-0.3041556648762603,-0.31324342069222383
terminal,0.0,0.0,0.0
23,-0.014922853401201832,-0.010013906221452016,-0.013042639814726819
26,-0.10579186032294692,-0.051274996037129844,-0.03111631094417915
28,-0.02093710489506298,-0.0312953965537127,-0.036179575808177156
31,-0.07940752241537873,-0.02750196640421464,-0.02717642975905739
33,0.0,-0.0368976077434021,-0.008635781623151411
36,-0.03530067295570998,-0.0197680056968326,-0.02352755349721094
38,-0.02086900524544962,-0.025584872647584724,-0.019081144283412756
41,-0.0261884651176584,-0.028432488956814765,-0.020175030147836254
43,-0.017955059955017998,-0.022635938752404175,-0.02661100516642957
46,-0.07856461373307318,-0.023765728565289627,-0.024418803340264462
48,0.0,-0.024938978828247357,-0.018795597498881995
51,-0.10253380795632068,-0.10830749870010323,-0.10475912593204989
53,-0.0030000000000000005,-0.04244789843204705,-0.009994428892874966
58,-0.3082928176263177,-0.3041728470767515,-0.22032248602398097
60,-0.31112886137173174,-0.3925675378730794,-0.4019983808283033
29,-0.031917167321368095,-0.014904504166547301,-0.016497531273981774
34,-0.06701598978681203,-0.028709114176039715,-0.03008418212134209
39,-0.09854711771945947,-0.034272523086009136,-0.036404491199045104
44,-0.005997000000000001,-0.011155514779558555,-0.03689661562172466
61,-0.2038312,-0.29676318409,-0.20291089501000004
50,-0.06443524907508082,-0.03153836946092637,-0.032275774335143614
55,-0.48533855551925,-0.4033549652961601,-0.4232275989352526
57,-0.31924717808848646,-0.3775681087795861,-0.3156481055060859
24,-0.017658731433676335,-0.005962333087345532,-0.0049303
64,0.0,0.0,-0.0030000000000000005
63,-0.20098,-0.201928548601,-0.19993119202
62,-0.2048083597,-0.19997029900000002,-0.2054821769325278
65,-0.10297,-0.10215743799544612,-0.199
67,-0.005997000000000001,-0.10185247285210001,-0.10691418970000001
70,-0.1118355153103,-0.1,-0.10297
66,-0.1,0.0,-0.0019
68,0.0,0.0,0.0
73,0.0,0.0,0.0
69,-0.1116944578821,-0.10098010000000002,-0.199
71,0.0,0.0,0.0
