,-3,-1,0
20,-0.008937663255846466,-0.00772553055720799,-0.005524966735935981
22,0.0,-0.00199,-0.005983689089260001
25,-0.02330829570098398,-0.00772553055720799,-0.008762785030000001
27,0.0,-0.006065825830885925,-0.0031059596685079193
30,-0.05313648564557969,-0.01654862385499124,-0.014870999677437302
33,-0.02093710489506298,-0.01920593650319824,-0.04169698141834335
35,-0.03754842097884023,-0.01459126046824333,-0.016214549104565892
37,-0.011982011997,-0.01738856183030292,-0.0140416807121688
40,-0.03203583383563432,-0.014854222890512437,-0.03210317836814148
42,0.0,-0.013179367539020553,-0.017213943356096086
45,-0.042892218168744556,-0.022660230162637032,-0.031595890302141355
47,-0.014970029985003002,-0.01400386826143727,-0.016542853600041853
50,-0.04339174246411149,-0.02814367553052027,-0.031680172579039136
53,-0.059586472606241225,-0.04271700082364213,-0.03712990426785269
55,-0.26344442731811835,-0.19943373966480477,-0.22766664683985632
58,-0.6430169045157226,-0.5416631375423148,-0.7398308696646795
terminal,0.0,0.0,0.0
23,-0.014870652345697306,-0.00704387606077558,-0.013434004571294721
28,-0.0238835540346784,-0.01953408397500946,-0.05318029835109995
32,0.0,-0.02092874299309208,-0.004314009432398719
34,-0.059050554250247,-0.022712927296188835,-0.02904955854096416
36,-0.09261740746804337,-0.04153903165908769,-0.036993832197953554
39,-0.05367315010765588,-0.022746166629965092,-0.024918696088502817
41,-0.0030000000000000005,-0.018821730795639445,-0.030201109338847024
44,-0.10539963048704815,-0.02728574166111522,-0.029256524889678795
46,-0.005997000000000001,-0.027488631682845585,-0.012710175484336735
49,-0.06769469985876925,-0.01654862385499124,0.04625494119060082
51,0.0,-0.020593749132116177,-0.024433612580128727
54,-0.1826197209821396,-0.19958317432342287,-0.14018401539051417
26,-0.05689078039798536,-0.057323262687995855,-0.02410749679837467
31,-0.07392292355355867,-0.045409111664200946,-0.031490998225027926
38,-0.032023561485596735,-0.031044919680230036,-0.02897366923642791
43,-0.04856301476261895,-0.0344654202502852,-0.023089708789700816
48,-0.07268897220009009,-0.03557752399326303,-0.03572052612707225
52,-0.017955059955017998,-0.02151699195787518,-0.15966927501638498
57,-0.20187100000000002,-0.11024481317979622,-0.13765504550257246
60,-0.199,-0.11844586623372368,-0.2058317880499
29,-0.017769795950685927,-0.01062162472152144,-0.012470661223121973
62,-0.10981967360940753,-0.14473753676239748,-0.1999437401611
56,-0.005997000000000001,-0.08032961292900516,-0.019481091923194353
63,-0.3156463369470816,-0.39226690593094055,-0.2956312581742247
61,-0.22843456739703127,-0.21726876078168503,-0.13778225076649786
64,-0.5372173191022329,-0.5690732883786411,-0.49003599408156645
67,-0.1,-0.1028611,-0.0030000000000000005
66,-0.3018535344153049,-0.20184030737373593,-0.19791059104990003
59,-0.1647580442925959,-0.11335111603788572,-0.2058465386843688
65,-0.111581327721,-0.19997029900000002,-0.10198702000000001
24,-0.005970000000000001,-0.001027,-0.0030000000000000005
68,-0.1,-0.00199,-0.10099000000000001
70,-0.1,-0.001,0.0
69,-0.1,-0.10197010000000002,-0.10098010000000002
71,0.0,-0.001,0.0
73,-0.0030000000000000005,-0.1,0.0
72,-0.0030000000000000005,-0.1,0.0
