,-3,-1,0
20,-0.23966087550905593,-0.20751988972523416,0.05021458871498674
22,-0.37545841057404206,-0.26474640536204025,-0.11776783926954704
25,-0.34451457947190595,-0.02547464162406608,-0.015953189719360147
27,-0.2994698607398797,0.0999041452743304,0.053577933809764874
30,-0.36071134060320054,0.16641791213668328,0.04663520891411642
32,-0.10275890621342676,0.15765500416080716,0.20903280201919003
35,-0.03614468446281602,0.17579399793844505,0.2777705681983806
37,0.05854466113427917,0.2873929011115838,0.2996732593655042
40,0.2261155613413949,0.45220770802505533,0.3909365581090244
42,0.2162953646618808,0.4455322802065947,0.544373067850766
45,0.32613932519543776,0.6161491843691506,0.45952759713047886
47,0.4059155727627245,0.764309284991525,0.7120859918710295
50,0.8635651250936546,-4.175681037283916,-4.02678373030736
52,-4.531226326595964,-4.5014834349927675,-4.7888770401850165
55,-5.162176124876607,-5.193429410112958,-5.180708501243156
57,-5.588721689108863,-5.550930468162189,-5.656015950859981
terminal,0.0,0.0,0.0
23,-0.22159882738828468,-0.11198670944114894,0.070828380634371
26,-0.19264170872589836,-0.004709102488971632,0.10275413508357824
28,-0.23974928128805323,0.10029642146056024,0.023254868379295662
31,-0.15683079127533783,0.10169484453660997,0.13936286331487535
34,-0.052836923659120814,0.27329268334342177,0.1647109314081335
36,-0.03068467210884095,0.22106176588113194,0.32660055439764163
39,0.09643941414513496,0.42256331013983334,0.39419543020077213
41,0.1473913658259382,0.3921931219176909,0.4833332772647723
44,0.27181046739724046,0.5653804044733147,0.6053127833179537
49,0.9345043778386503,-3.7569275169557153,-4.120843325934366
51,-4.132320765490788,-4.154594651453209,-4.35548622224707
54,-4.886850527859929,-4.850140062894491,-5.014497681064513
56,-5.311773780688105,-5.27706548020207,-5.530492815106521
59,-5.974684360474603,-5.94879710471544,-6.074100017079874
33,-0.12009368292502187,0.21736461482881012,0.2012654980190273
38,0.044173514651331375,0.3213047273927591,0.37309851135102184
43,0.34275190899523866,0.46212814391047025,0.5625160677147
48,0.3942591005670238,0.6576369399988172,-3.6935916529442916
53,-4.684551113844347,-4.660652263882014,-4.851340445973081
29,-0.1562586476475321,0.038068249594441904,0.1488855783870613
46,0.49946225998188215,0.4436805345599001,0.758252373634572
58,-5.808551979002552,-5.805918120087898,-5.976599019302882
60,-6.193560564542508,-6.140045874088075,-6.290069418262567
63,-6.889154022050974,-6.810831794602971,-7.12834190412656
61,-6.425703232684808,-6.390289647802737,-6.659063514273636
64,-7.278806228679175,-7.042982394619772,-7.3856492961765365
66,-7.9058199506476,-7.564361722549226,-7.936213078913236
69,-8.397976220513414,-8.252479306603105,-8.32992567008469
65,-7.407899580324969,-7.342842505235523,-7.659281233492552
62,-6.703911488599355,-6.563110011670897,-6.887746854544609
67,-7.952549546876052,-7.7418076930505935,-8.113862899004706
70,-8.62894539860035,-8.400302220046374,-8.631852897130608
68,-8.34703116152842,-8.081274100700663,-8.342174200203882
24,-0.43873611522424144,-0.22236971566332425,-0.1276836308014359
71,-8.500224251176308,-8.432075328131829,-8.449620822318918
72,-8.544643270835307,-8.530267616373981,-8.546778539961998
73,-8.597129756196678,-8.300452254252166,-8.357717962589117
74,-8.426415663543265,-7.98301695311009,-8.035957881957417
76,-7.12285692045206,-7.066201401197458,-7.063550367439244
75,-8.125119138718471,-7.495634131487366,-7.51917745155576
78,-5.191194802332051,-5.211670971502892,-5.136633816441845
77,-5.900725860855606,-5.836020086896704,-5.84249762210483
80,-2.0065415455044415,-1.9931032748658906,-1.9942889111561122
79,-2.846340249390171,-2.884525998757704,-2.819734933793983
81,-0.6812379545502467,-0.7502508795879927,-0.7256302818055904
84,-0.1,-0.1,-0.00199
83,-0.1,0.0,-0.001
82,-0.199,-0.19998802990000003,-0.10195039900000002
85,0.0,0.0,0.0
87,0.0,0.0,0.0
86,0.0,0.0,0.0
