,-3,-1,0
20,-0.03518868410965938,-0.024528071279636732,-0.022827412115972983
23,-0.03523554608829963,-0.02384050097189296,-0.024226298506826137
25,-0.0563453570211075,-0.021901530634922017,-0.025979653068426575
28,-0.15597789124053882,-0.06105675194561332,-0.061360157113053385
30,-0.02666618011555249,-0.057087397722692466,-0.03303886569231665
33,-0.22087199488443435,-0.07652828529441232,-0.07660683889768326
35,-0.13430220586401442,-0.07944015151851959,-0.07589813839572798
38,-0.25536933166623704,-0.08854024371483248,-0.09037749499994299
40,-0.05646335075309867,-0.07884460740000206,-0.0721636916026315
42,-0.17640999944915567,-0.0844622994271644,-0.0841047825343605
45,-0.04888556315548441,-0.053538702470482744,-0.04965743158938661
47,-0.029324705165852512,0.011933229181241943,-0.0929502349990771
50,-0.10229020431677803,-0.08198431186544608,-0.06697012745582927
52,-0.11407829344370861,-0.08456921732997538,-0.22415802149465705
55,-0.4494905733758986,-0.38142130784556194,-0.41263769874780065
57,-0.6569190452198201,-0.6256321610322532,-0.6643093055738117
60,-1.2334506588894167,-1.174677300770667,-1.1697206433210305
terminal,0.0,0.0,0.0
22,0.0,-0.008865633695615766,-0.019062950749746736
27,-0.0030000000000000005,-0.027992179441230225,-0.006050011447137568
29,-0.25432013440419987,-0.08205435181065941,-0.08315060972369204
31,-0.05925384676420955,-0.09798873037742095,-0.060711897994202825
34,-0.18687056680689762,-0.06118512368289262,-0.06034132419133296
36,-0.023916167790167916,-0.10144872818494062,-0.02935949086041794
39,-0.07327485330023656,-0.03831982204477076,-0.07666306650192405
41,-0.02689225162237775,-0.05329319795999281,-0.02934447646526057
44,-0.07693058384986118,-0.06008315967937966,-0.04682914315576677
46,-0.032835494011384615,-0.046926855215059717,-0.045630276531521026
49,-0.14894502623708902,-0.07625888981921851,-0.0174899559219299
51,-0.10780103190732593,-0.05254399792236104,-0.16125372049748365
54,-0.32797075555962124,-0.2996540509192678,-0.3038208681188665
56,-0.3543294491375036,-0.27022250038248635,-0.32156514582773443
26,-0.0268770809951448,-0.08449783430168101,-0.042319362442852365
32,-0.09621161242879195,-0.07098072189293286,-0.07172409068858626
37,-0.05967816037658554,-0.06712607567824352,-0.05828307314048702
62,-0.9190247851542196,-0.8586308405053523,-0.9390888262747906
64,-1.4440276675301735,-1.4284404844397702,-1.4284068988299976
43,-0.227168484676784,-0.00592467819177078,-0.07321289321872157
48,-0.11223390100876345,-0.12898174109644864,-0.07698293403503931
53,-0.07369587658379051,-0.09089506199429345,-0.12879058207607513
58,-0.7231514489895547,-0.7656486112611282,-0.6802881451851138
59,-0.21829856333022146,-0.22114229440135033,-0.30254010705392875
61,-0.7188189625002368,-0.6880941658963926,-0.6851892100149781
63,-1.2157198383485186,-1.195864867539572,-1.213701774618846
66,-0.7056554505174804,-0.6418102881916309,-0.5682945164397469
68,-0.10489773090000001,-0.19811510731823764,-0.10197010000000002
65,-0.3065696443723925,-0.22385895425676333,-0.395822590138208
67,-0.4131183904149588,-0.5812867203004407,-0.48301243872044314
24,-0.02616218419888759,-0.006546912217677253,-0.008990492700000002
69,-0.199,-0.19801000000000002,-0.20845012571936447
70,-0.1057971,-0.2028795386509,-0.199
72,-0.1,-0.1,-0.102940399
75,0.0,0.0,0.0
71,0.0,-0.001,0.0
73,-0.0030000000000000005,-0.1,0.0
