,-3,-1,0
20,-0.11684752695630926,-0.2419892122910143,0.21136489255226698
22,-0.1880477537966309,-0.17203222688656775,-0.13660303417173686
25,-0.41797395366256795,0.0016154157921552483,-0.0018380859690650612
27,-0.1460430322663724,0.1926934881628675,-0.11162476713562342
30,-0.2860400268873283,0.2883435094785206,-0.05453498657297167
32,0.08641491588483424,0.22797082833417398,0.4111667043027619
35,0.1699679229503629,0.37864920392403306,0.5013890999601756
37,0.02566739229204036,0.41735697314316866,0.5113923226631967
40,0.06982748662540965,0.5083067241996646,0.6733382309058912
42,0.0805968467241601,0.8024987655601877,0.47624948586384913
45,-0.09497108571434747,0.8344848710102818,0.49097634492322206
47,0.646103454752884,1.008828762124453,0.7015420749970634
50,0.8970103542580493,-3.7790884731246557,-3.0998106917180697
52,-4.199994433492207,-4.204776476177856,-4.199998658048644
55,-4.680958671836248,-4.640727014279974,-4.735913701786154
terminal,0.0,0.0,0.0
23,-0.08356099852930135,-0.1382387234800296,0.23902143464465353
26,-0.049155921896550506,-0.02584595048072127,0.28332664718793044
29,0.014395203058948026,0.09276717866694884,0.3375219428476847
31,-0.3211112920195505,0.2293266248916686,0.22073155615771803
34,-0.2051002645390584,0.28960835255626816,0.36613491657205893
36,-0.17483441241864908,0.44402057835520714,0.4290841852215585
39,-0.0582985447659712,0.584088162238378,0.5932061244340696
41,0.4067516378493645,0.7310119025774736,0.7590573669047448
44,0.555709004120383,0.9261334931516098,0.9038470865867725
46,1.1530745742973987,0.6838272294340882,0.9963167856663114
49,0.9827425565135492,-3.3544061540726227,-3.3422131531628567
51,-3.8467164518724384,-3.8269816608376073,-3.862202782970111
54,-4.375014881631622,-4.474747472890272,-4.379681179314958
56,-4.964776945062709,-4.958517383001133,-4.988532727527236
59,-5.553498839269224,-5.551448041395148,-5.5936012773994275
61,-6.003108301032646,-6.042553981319029,-6.075933132144377
28,-0.3166813490752903,0.1486921093259941,0.07454481377842213
33,-0.23697222746092433,0.3791666466316134,0.2034706695589546
38,0.28085851024324215,0.5394613205710035,0.6147563851008644
43,0.27311196237480867,0.302133731082654,0.8823121723098596
48,0.48309996159796914,0.7853097488073271,-2.026992096868134
53,-4.2067378927354895,-4.266655274370547,-4.202957497039503
58,-5.214185171772683,-5.24270408757379,-5.2216170595425275
24,-0.3089176068895609,-0.11534581464037341,-0.16840365576564745
57,-4.997057029604765,-5.055450915548314,-5.112991685790729
63,-6.609804327523912,-6.604315183211015,-6.664343617812029
60,-5.758135307049108,-5.756452106562053,-5.869821158464871
65,-7.104055911308938,-7.094145796957166,-7.160465206925531
67,-7.576961450851612,-7.51449668626926,-7.593145266798897
70,-7.666883401460594,-7.3889323018952675,-7.582361360889098
64,-6.763896334812905,-6.753596321229368,-6.8289249230224875
66,-7.309552933254976,-7.243371945534791,-7.310262336933138
62,-6.207679460750554,-6.237948042464806,-6.230212388952353
69,-7.773985177150076,-7.673484085815284,-7.732087911945898
71,-7.673425612291829,-7.618973602323159,-7.664757759696329
68,-7.5368545038428545,-7.528828196223715,-7.539206912247491
72,-7.235514586631924,-7.208987748862031,-7.185024384059359
73,-6.993144745832865,-6.9231896415297784,-7.0226941011755555
74,-6.268380197173097,-6.142778416234891,-6.147915378907991
76,-4.255355649091739,-4.233554881726222,-4.25869134042635
79,-0.5901111103494933,-0.5831373883075502,-0.6406253384692145
75,-5.084355858856362,-5.107710072557699,-5.0934688552810465
77,-2.080121155638182,-2.086921126804108,-2.0932800981765656
78,-1.252461366474306,-1.2646480409818686,-1.1911781999607447
80,-0.1057887309,-0.200950399,-0.19998010000000002
81,0.0,0.0,0.0
83,0.0,0.0,0.0
82,-0.0030000000000000005,-0.1,-0.1
84,0.0,0.0,0.0
