,-3,-1,0
20,-0.014852852481414696,-0.009667820625077223,-0.009468365293595914
22,-0.0030000000000000005,-0.004957306516436437,-0.0050834947118469885
25,-0.014848385228704582,-0.00956179249911955,-0.013218050375291713
27,0.0,-0.002027306016833365,-0.012132182998841202
30,-0.04277813348393868,-0.016657765568188956,-0.018540122634903004
32,-0.011910880628989854,-0.02533318588126669,-0.011939142101793998
35,-0.03457614897943569,-0.011361512828387073,-0.011675157179700002
37,-0.011982011997,-0.018832140495853637,-0.012710772923791747
40,-0.12907469616713296,-0.0350162391190188,-0.035550766780450674
42,-0.014970029985003002,-0.032290186553767496,-0.02100386095726038
45,-0.0969820772697003,-0.025868370587201706,-0.0291185033178237
47,-0.0030000000000000005,-0.03269255548299938,-0.01429672975482492
50,-0.07596445666995197,-0.021778340319207057,-0.023535228096108245
52,-0.1100321238053629,-0.029615033432636016,-0.11539515347531844
55,-0.13891970119804517,-0.11251576775564734,-0.045854274720512185
57,-0.14815684185381814,-0.1216338286770066,-0.14824797611406798
terminal,0.0,0.0,0.0
23,-0.01194597244199961,-0.011813614745656004,-0.010618892005929276
26,-0.03254475283766514,-0.048833256602159494,-0.027605252427576152
28,-0.014934656414826542,-0.01401099646900318,-0.04569073928824518
31,-0.02338798868106761,-0.04155026802280066,-0.01193385254508844
33,-0.008991003000000001,-0.010021792787981185,-0.05084642270377701
36,-0.12373886451853702,-0.04048708387844533,-0.03704113128586517
38,-0.014956024254693445,-0.04136407304406624,-0.01652726300636985
43,0.0,-0.026069686033135968,-0.009134177284116292
48,-0.011982011997,-0.0199611819688969,-0.01938860033266106
53,-0.02093710489506298,-0.02155177433482272,-0.03862109471490771
58,-0.3018105298,-0.21331341166066725,-0.21929791019038725
60,-0.2034500437931013,-0.1436768571060589,-0.1447746258708724
29,-0.008974336016833366,-0.005211066524575919,-0.022732233305321557
34,-0.040529766656652595,-0.018240787998649893,-0.021349194203797064
39,-0.04848090762121193,-0.023035100433551635,-0.02459855646826405
41,-0.04067192668834976,-0.019027213177874147,-0.027275613348428877
46,-0.029188056706101365,-0.02478863241455972,-0.022613358713146754
51,-0.061654500903064124,-0.12308147766468519,-0.0331086189107345
56,-0.3812790857944593,-0.3994372456651939,-0.3344770880212265
61,-0.21363417330572002,-0.21077607794426206,-0.22371404100844694
49,-0.0624600410686828,-0.02874280558305984,-0.031180895382509753
54,-0.020918476757268753,-0.12062052434380797,-0.04402591149893384
59,-0.10883892790000001,-0.2000723651877197,-0.1659198415693551
44,-0.07222226823022858,-0.03182029200278831,-0.03081450938372192
24,-0.014750239845840632,-0.0035073392735172765,-0.005970000000000001
62,-0.631918512940386,-0.576520725177753,-0.5805274602306822
64,-0.2086272945348481,-0.2957859907616224,-0.30164292048557423
67,-0.1,-0.102940399,-0.10099000000000001
70,-0.0030000000000000005,-0.1,0.0
65,-0.10398916119000001,-0.1010077309,-0.011794299501000003
68,-0.10297,-0.10098010000000002,-0.1059402
63,-0.4328574827569586,-0.3883177370688487,-0.41489502836186576
66,-0.3105160293288464,-0.3910464324553817,-0.29993079601
69,0.0,-0.10099000000000001,0.0
71,-0.0030000000000000005,-0.1,-0.1
73,0.0,0.0,0.0
