,-10,-3,-1,0
20,-0.11379451942620505,-0.03460660982710939,-0.015051171930116802,0.11724626236244177
13,-0.03948392881018,-0.011848017000000002,-0.00199,-0.06314084362545325
6,-0.01,-0.014756448621000003,-0.003169985059899999,-0.005970000000000001
-1,0.0,0.0,-0.001,0.0
1,0.0,0.0,0.0,-0.001
4,-0.01,0.1,-0.003993862591,-0.0312158701
-3,0.0,-0.0030000000000000005,0.0,-0.0039700000000000004
0,-0.029701,-0.0030000000000000005,-0.0010009,-0.01
-7,-0.01,-0.008910300000000003,-0.001,-0.0030000000000000005
-14,0.0,0.0,-0.001,0.0
-12,-0.01,0.0,-0.001,0.0
-19,-0.01,-0.0030000000000000005,0.0,0.0
-26,0.0,0.0,-0.001,0.0
-24,-0.01,0.0,0.0,0.0
-31,-0.01,-0.0030000000000000005,0.0,0.0
-38,0.0,0.0,-0.001,0.0
-36,-0.01,0.1,0.0,0.0
-43,0.0,0.0,0.0,0.0
terminal,0.0,0.0,0.0,0.0
22,-0.029679066991442637,-0.059472904829231545,0.09508266456959572,-0.054526057790572506
24,-0.16577443657831742,-0.015334753154982204,0.30620724394484194,-0.004998206192985669
17,-0.03940399,-0.008956853197053045,-0.008041827760357587,-0.007687454594872387
10,-0.039421899999999996,0.1,-0.0029969659086958,-0.02971
12,-0.01,-0.008990360407913485,-0.011439347305651795,-0.008869925801170237
5,-0.0199,-0.0030000000000000005,-0.0010179100000000001,-0.001
-2,-0.01,0.0,-0.00199,0.0
-5,-0.01,-0.0030000000000000005,-0.001,0.0
-10,-0.01,-0.0030000000000000005,0.0,0.0
-17,0.0,0.0,-0.001,0.0
-15,-0.01,0.0,0.0,0.0
-22,-0.01,-0.0030000000000000005,0.1,0.0
-29,0.0,0.0,0.0,0.0
23,-0.12032335883313189,-0.02278531077460827,-0.006365174259570426,0.1486786379427408
26,-0.15313530933134195,-0.023402106651151614,0.03252391984688835,0.21332721682828348
19,-0.12286720508964534,-0.0050880000000000005,0.19702,-0.1334065260575459
14,-0.01,-0.008910300000000003,-0.001,-0.020278238677492757
