,-3,-1,0
20,-0.014828627424835494,-0.010466174574128356,-0.009465076340704181
22,0.0,-0.0029791,-0.007996173245669813
25,-0.03180040172379428,-0.00956179249911955,-0.011569070781311152
27,0.0,-0.007779058006138152,-0.00429916124267557
29,-0.12831350769254632,-0.032427095093971674,-0.03201328392862382
31,0.0,-0.03692954767967179,-0.013389397192246402
34,-0.03784546401669806,-0.01662305687422837,-0.026551626362088698
36,-0.008981794837200002,-0.02483880974345774,-0.009869354561079999
39,-0.008919300000000002,-0.0229074822305104,-0.015916772417582773
41,-0.02975101852371324,-0.023425667306908208,-0.02146467579270307
44,-0.0804676695775744,-0.025282790566840366,-0.021556476935619507
46,0.0,-0.03316230380648883,-0.013629599417226534
49,-0.08079611569109305,-0.022995685419484473,-0.023720191822171166
52,-0.032312142373399806,-0.05484462784703055,-0.020021489283716706
54,-0.233159351743193,-0.31125368008027,-0.2263597163515714
56,-0.6366009733829953,-0.5752290353302961,-0.5422628246117485
terminal,0.0,0.0,0.0
23,-0.0030000000000000005,-0.00708596571884503,-0.007527840544649115
28,-0.08309603296396964,-0.030655801095049617,-0.026376868996505383
30,-0.023809489646623487,-0.01978958559068636,-0.024384745261935206
32,-0.014827287618831004,-0.024007883295430705,-0.0078672168014759
35,-0.005979000000000002,-0.028974447130906716,-0.017552434648999814
37,-0.04912456658046292,-0.027829958596208196,-0.027747947319473793
40,-0.05077339848765827,-0.03275030102855411,-0.023407096516014848
43,-0.045790856114887965,-0.018107066611694735,-0.029056727180532132
45,-0.06688738863001849,-0.02877888742763816,-0.027196076157681687
47,-0.005970000000000001,-0.024149106898596166,-0.017451017496090775
26,-0.05584203933516417,-0.03756475752031701,-0.03765661705652987
33,-0.10865289063875458,-0.03468575952096802,-0.0327511241583699
38,-0.08627622012667287,-0.027299734384923256,-0.02990687285202044
42,-0.03545763935124739,-0.02174362567058365,-0.027110558412521916
51,0.0,-0.05712522103477287,-0.00763062735826542
53,-0.25774298781088456,-0.29430327633702497,-0.261164225868691
55,-0.023916167790167916,-0.10703846292210918,-0.025493940375806354
58,-0.32060025464710845,-0.10282589754545914,-0.1020579105541143
24,-0.008919300000000002,-0.002271829874875365,-0.0030000000000000005
48,-0.0842800999928717,-0.030558255406186476,-0.03387632682850764
50,-0.04675628171582451,-0.027648988244897935,-0.029652900050891356
57,-0.3358579635082189,-0.31358488847824867,-0.31099278741613257
59,-0.4410632729072003,-0.47676283445942386,-0.42239031269746563
61,-0.1118262709525708,-0.2036366392761041,-0.1094597785548443
64,-0.207759271312,-0.20185306620930102,-0.294133751722307
66,-0.1,0.0,-0.001
69,0.0,0.0,0.0
60,-0.1,-0.1077191698984765,-0.12655492567028712
63,-0.22717055101135847,-0.20345656108667148,-0.29701
65,-0.300954726082,-0.29414735587979346,-0.2077236750799
67,-0.10200000000000001,-0.10099000000000001,-0.003027
62,-0.3327817957454564,-0.2978910185236989,-0.3173291877298158
68,0.0,-0.00199,0.0
70,-0.0030000000000000005,-0.1,-0.10099000000000001
73,0.0,0.0,0.0
