,-3,-1,0
20,-0.023530892283987876,-0.015014528097812436,-0.010294321463480579
22,-0.005997000000000001,-0.008863586211774318,-0.007035495227797114
25,-0.03453774494525601,-0.01524783261525404,-0.011821197000000004
27,-0.008991003000000001,-0.00916932538681966,-0.013006510344669486
30,-0.11027674007736127,-0.031066394850266327,-0.03155293279509409
32,-0.017955059955017998,-0.026781967068828235,-0.023767635834619605
35,-0.09533559857124178,-0.027431920959110435,-0.026683090466161463
37,-0.0030000000000000005,-0.03594827052286509,-0.009368381501299785
40,-0.0875788534002785,-0.023314538672556246,-0.023964825754907736
42,-0.008991003000000001,-0.02995508618727289,-0.014356597330815197
45,-0.07841598884960015,-0.02114489304435797,-0.022104552761907734
48,-0.008991003000000001,-0.018190218327220987,-0.015360442082820452
50,-0.0829495739206505,-0.04464422993346679,-0.0379104483665145
52,-0.1,-0.05802308002421325,-0.10678011595090205
55,-0.3532854678068364,-0.294108305103019,-0.2969802495562674
58,-0.3306554869269438,-0.3071262937987522,-0.2133249599712128
terminal,0.0,0.0,0.0
23,-0.01788685908412977,-0.013081101428288892,-0.015680583732590375
26,-0.13725472505718117,-0.045539141406463465,-0.03760250841510509
28,-0.029865359370755372,-0.0354979926427593,-0.02926782975542119
31,-0.07686585058119637,-0.026578749562653527,-0.029931924665233527
33,-0.008991003000000001,-0.030628643871814975,-0.012492012727213323
36,-0.03238814595047884,-0.021945920675080707,-0.023208058164942466
38,-0.0030000000000000005,-0.027204490560380726,-0.01392213949914205
41,-0.040388853122703024,-0.02750196640421464,-0.02605346178179939
43,0.0,-0.021820278520390042,-0.019893848295373533
46,-0.05713862939976294,-0.02875129818534176,-0.02896893209540158
51,-0.038592248280171396,-0.03804247038258278,-0.056826822671355866
53,-0.20589273821878465,-0.15121571908769424,-0.1253959541795739
56,-0.3337548213236092,-0.3041404181041794,-0.2533131760800302
59,-0.4080037024398746,-0.4808064653672205,-0.4067439857137831
61,-0.199,-0.10672254906388352,-0.20171328202
29,-0.026448546212246134,-0.017836438575629367,-0.01858724787541241
34,-0.07440750091644624,-0.029527106728770285,-0.030490420230843036
39,-0.09668090663642372,-0.0361456386117451,-0.03843352767757417
44,-0.08342856083851108,0.06948396020270413,-0.032201532285758894
49,-0.07264768268907229,-0.034234837850590207,-0.03374531607037417
54,-0.25188050823035846,-0.29779793325426646,-0.41511532309313887
47,-0.0030000000000000005,-0.029461638426284763,-0.008986237099766698
57,-0.20294911000000002,-0.20079590217409002,-0.21301529839129027
24,-0.023346745296312796,-0.006264970068116049,-0.008910300000000003
60,-0.29894598798119354,-0.29445784387220636,-0.3009163923407827
63,-0.1088743897,-0.1038379771,-0.10288891
65,-0.10201791,-0.102940399,-0.29988600845742797
68,-0.1088743897,-0.1,-0.10297
62,-0.2010042118405425,-0.2008768369888873,-0.11606681020317763
67,-0.1,-0.001,0.0
64,-0.10591030000000001,-0.10015982405110001,-0.1
66,-0.10591921,-0.10099000000000001,-0.1
69,-0.0030000000000000005,-0.1,0.0
71,0.0,0.0,0.0
