,-3,-1,0
20,-0.01770611109434829,-0.011510181999285652,-0.009286124998725392
22,-0.0030000000000000005,-0.007792599923191652,-0.0040281758206290996
25,-0.028987668719491065,-0.00772553055720799,-0.008964030000000001
27,0.0,-0.010479289531962166,-0.0033135042895454
30,-0.10853532754993357,-0.030734779243588764,-0.032899562404495625
32,-0.014952083931021003,-0.026913252508701125,-0.0232195848085257
35,-0.10857538415459776,-0.030283775813305644,-0.03223904909630538
37,-0.008991003000000001,-0.02990623889251033,-0.016585458521803598
40,-0.10374124179482362,-0.027995501129239937,-0.02896143505363587
42,-0.02093710489506298,-0.02932773670283151,-0.021710233201357905
45,-0.037950692462570795,-0.01957241961174931,-0.02380509262737264
47,-0.014952083931021003,-0.028565487314228574,-0.01727224016578362
50,-0.10010131117962169,-0.030946554915505072,-0.03663750201554656
52,-0.11023540570646705,-0.027077851983439878,-0.042630088786281294
55,-0.36103302454428343,-0.40035932186846496,-0.31173089746967975
57,-0.5039666096619886,-0.3146092877543099,-0.32881842617435036
terminal,0.0,0.0,0.0
23,-0.0030000000000000005,-0.007028652075090447,-0.015542070767622145
26,-0.16271157507196266,-0.04860242800075544,-0.04888859492601158
28,-0.0030000000000000005,-0.040403978343023776,-0.02575820242921477
31,-0.08783449152155633,-0.028226946740172495,-0.027732165754457697
33,0.0,-0.030733049123174913,-0.015509643073080177
36,-0.046157956382440316,-0.022995685419484473,-0.02447652613381395
38,0.0,-0.0277363411058904,-0.010639579034135904
41,-0.03257852295690344,-0.02514017428907895,-0.02286791990127624
43,-0.011947622397999548,-0.02898118162991063,-0.014341878343873932
46,-0.03485097307064137,-0.020638571635634453,-0.02593179506029988
48,0.0,-0.035100555603380455,-0.012356728585191896
51,-0.053318637810876576,-0.12345301771385649,-0.11234044287742449
53,-0.11254040628330961,-0.0705019910513468,-0.1232862716103438
56,-0.3895056351162742,-0.5095612472856736,-0.4829874936518971
58,-0.39926602680849,-0.47935901404389314,-0.392794020846885
61,-0.10593703,-0.10002682,-0.1
29,-0.029639593957733863,-0.02149449145623324,-0.02188842040650682
34,-0.0722255493328516,-0.027854126206850262,-0.0272183164344243
39,-0.08213354906082787,-0.03208793848496239,-0.03472808822894968
44,-0.05232805555969416,-0.027778829365665756,-0.030594406831698142
59,-0.30830711218613627,-0.48622550599,-0.32041319837834753
62,-0.32120755264095474,-0.29600049601,-0.3136822917361834
49,-0.06743617552369918,-0.031777640417868035,-0.031044345411824437
54,-0.11336880157042395,-0.09591984221313872,-0.03251496005033004
24,-0.011851975367314475,-0.0037204902485327303,-0.006822187030000001
60,-0.309233079556146,-0.396361442366606,-0.40219002431719036
63,-0.1040156409,-0.10197010000000002,-0.10197010000000002
65,-0.21074356995825969,-0.19801000000000002,-0.2009609900499
66,-0.1,-0.10099000000000001,-0.001
69,0.0,0.0,0.0
64,-0.1,0.0,-0.001
67,-0.0030000000000000005,-0.001,-0.1
68,0.0,0.0,0.0
