,-10,-3,-1,0
20,-0.20686684093866975,2.7048730348182457,1.6725274243073063,3.796803784135093
13,-0.07288181473797335,0.03600702733250587,0.022353017098832133,1.0926209845008479
6,-0.019000000000000003,-0.007454324724665774,0.47622461746463146,-0.06853465233576682
-1,-0.029701,0.1623738803367272,-0.001,-0.008505321675714191
1,-0.0199,-0.008918075042250423,-0.0008928304450177714,-0.0017679457575704779
-6,-0.01,-0.0030000000000000005,-0.001,-0.01
-13,-0.0199,0.1,-0.001,0.0
-11,-0.01,0.0,0.0,0.0
-18,-0.0199,-0.0030000000000000005,-0.001,0.0
-25,0.1,0.0,-0.001,-0.01
-23,-0.01,0.0,0.0,0.0
-30,-0.01,-0.0030000000000000005,0.0,0.0
-37,0.0,0.0,-0.001,0.0
-35,-0.01,0.0,0.0,0.0
-42,-0.01,-0.0030000000000000005,0.0,0.0
-49,0.0,0.0,-0.001,0.0
-47,-0.01,0.0,0.0,0.0
-54,0.1,-0.0030000000000000005,0.0,0.0
terminal,0.0,0.0,0.0,0.0
23,0.8154876259716068,2.9208915910993256,2.274581963605898,4.235219448856515
25,-0.25996849796673105,0.5705349738914829,3.6656076749276343,3.3937096901276735
18,-0.6560976794238209,-0.002779012702709643,1.3105602027755818,0.30689751019381883
11,-0.3315790943291239,-0.012373686522235281,0.42517642874512196,0.7422511885127933
8,0.08899196452599484,0.0,-0.000524124022851042,-0.006133985014615989
4,-0.029701,-0.010066197000000002,0.016590473742574843,0.12495722679723602
-3,-0.01,0.0,-0.0011791,-0.019903593833415584
-8,-0.01,-0.005970000000000001,-0.001,0.09798209000000001
-15,-0.01,0.0,-0.001,0.0
-20,0.0,0.0,-0.001,0.0
-22,-0.01,-0.0030000000000000005,0.0,0.0
22,-0.2654000918242581,0.08732373544905991,1.7798448900951205,2.712692599171558
24,-0.19092996725395234,0.2002819589251702,3.441114608263645,1.706380975275841
17,-0.07128780781989902,0.07346808096007884,0.9739278262073021,0.8420628971516283
10,-0.22597189662750225,0.07631420714690616,0.3275347427951526,-0.02087029020240444
12,-0.10649001933993313,0.08125922548282959,1.5154043118210836,-0.5002117305110083
5,0.04714571050099999,0.03384362530943831,-0.033913015474855854,0.39520397316207817
-2,-0.03940399,0.0,-0.0019935938334155836,-0.029708775042250418
0,-0.0199,-0.005973593833415585,0.0018415644779937869,-0.010008999999999999
-7,-0.01,-0.0030000000000000005,-0.0010090000000000001,-0.00199
-14,-0.029701,0.0,-0.001,0.0
-12,-0.0199,0.0,-0.001,0.0
-19,-0.01,-0.005970000000000001,-0.001,-0.001
-26,-0.01,0.1,-0.001,0.0
-24,-0.01,0.0,0.0,0.0
-31,-0.01,-0.0030000000000000005,0.0,0.0
-38,0.0,0.0,-0.001,0.0
-36,-0.01,0.1,0.0,0.0
-43,0.0,0.0,0.0,0.0
7,-0.01,-0.008985525830897869,-0.005449431931469571,-0.1333002265064688
3,-0.01,-0.04695449545601332,0.13225404751457215,-0.0021965535910000006
-4,0.0,0.0,-0.0029701,-0.001
-9,-0.01,-0.008910300000000003,-0.00199,-0.0030000000000000005
-16,0.0,0.0,-0.00199,-0.001
-21,-0.01,-0.008910300000000003,-0.001,-0.0030000000000000005
-28,0.0,0.0,-0.001,0.0
-33,0.0,0.0,0.0,0.0
19,0.19996214115175323,0.09198812718785662,0.301769641126645,1.713295566021463
15,-0.08960287862209067,-0.016590119929468305,0.634661982237987,-0.08302988433636539
27,0.08456712408170326,-0.021486464963521537,4.604282829020068,0.10060297745984768
29,0.7703930947900782,3.6986106519348563,4.704396708999084,5.238764181157496
32,1.3587069213240348,4.1064464639508484,5.378080086498159,5.805001279984106
28,-0.2118497636740093,0.8376178559518958,4.457178417678082,4.271282089413498
30,0.17991144069934598,0.5283776446874512,4.5122280524415395,5.211911020050339
16,2.1125365235246414,0.324958692746233,0.34476298026183827,0.31738983780572766
26,-0.11479418300219393,3.2452613179742804,3.3397344658733235,4.724286912976915
21,-0.0850271959984006,0.003192779392909951,0.8293502127788266,1.2656141662120184
33,0.5062322555256309,0.8871493094481157,4.871772180008444,5.9814191298217185
31,0.4854467878022665,1.619741915742306,3.216268973301934,5.413431808753302
36,4.0097808099613514,6.034919628952329,6.843810169538271,5.681982712058005
38,4.444994887309364,6.4965049035338645,6.522493957791352,7.163732390416814
34,1.6838817090995504,2.945110262608103,6.42621915503716,5.212106123595817
40,3.2431567786732187,5.007888953380565,5.988039843985411,7.3436261419337105
35,2.0794388366904073,4.328639722747118,4.624802201443604,6.451299734803212
41,4.776828945105811,5.8913990848995885,7.39017635286274,4.984317494186217
44,4.44591046949465,3.922660737741149,5.558396856511158,4.7488693315901624
37,1.0196056701231528,1.839468127868875,6.151162230790227,5.9403459813536745
42,0.1250454473657947,0.4550678882622639,3.2753192363414962,7.630819461947041
45,5.550776197873941,9.004009072328119,5.341351342631177,5.989072496298524
39,3.404040976492908,3.891822225524973,6.770536306169798,3.934159549637149
46,5.119616915850574,5.140550865348303,6.223524246794102,3.0671588690860925
49,0.9411127283813172,0.015870781529392166,2.301158319529561,4.088759928811066
43,5.207879759230969,7.1474814455220255,8.277205507440359,5.448420204326973
47,5.580701813339454,5.126652686928475,3.2873489766086585,5.8803011968418595
52,5.884143870796741,0.9324910452678818,0.6409078254865841,4.102458693616709
48,6.732037329138384,5.8440763924828625,5.301847751882981,2.7612629074778505
50,5.754028104437707,4.231134168963627,4.5020210519107335,4.382968491559286
54,4.268298099268428,-0.13174543208194753,-0.3779263922075684,0.23397574788801428
57,1.9087054044566265,-0.013486257783669423,-0.2171328231607405,-0.1363221245021453
56,0.17097803832105404,-0.6556076446191027,-0.6673991113107836,-0.27951736088077783
14,-0.1485914986046226,0.053811118132395225,2.0037829148932937,-0.20783653413268433
9,-0.31442019088973794,-0.03164173156726244,0.025929953982134397,0.10780389037044119
2,-0.038593090000000004,0.3596540170786643,0.0009516025986750156,-0.1948621508486641
51,3.4706673281296694,0.06157581481807612,0.3697687044331825,2.982423643071927
53,5.178407400302415,1.96338178776633,1.478395641353359,-0.3621134242925391
55,5.4028197225932955,0.17126136699536557,-0.2225861545559844,-0.23462124527128855
58,-0.18475989600721912,-0.23185954252332971,-0.3012008222443568,-0.21006561854821185
61,-0.23806575724200177,-0.23202785897869646,-0.20942163750557805,-0.3012256594061136
60,-0.12622892893189047,-0.20585369500719508,-0.20543233693424792,-0.12310175419896488
62,-0.1425944643421067,-0.10819525700474501,-0.1057380450075426,-0.1379291692777104
59,-0.18196170698629666,-0.21968328230469183,-0.2264174390409752,-0.20767951290493106
63,-0.12146230663528496,-0.13158958389514358,-0.2014222502902676,-0.1232822251386308
66,-0.12766654000000002,-0.199,-0.20093089501000003,-0.10398
68,-0.01115135405674948,-0.0030000000000000005,-0.1,0.0
65,-0.2620519862812519,-0.29701,-0.201780797109301,-0.2046486781130299
64,-0.24937323275587528,-0.30966041122106924,-0.4962662346005513,-0.2987280434336597
67,-0.11975263089074283,-0.199,-0.10098010000000002,-0.10200000000000001
-5,0.07919899999999999,-0.008099400000000001,-0.00199,-0.0109
69,0.0,0.0,-0.001,0.0
70,0.0,0.0,0.0,0.0
-10,-0.01,-0.005970000000000001,-9.999999999999995e-05,0.0
-17,0.0,0.0,-0.001,-0.001
-29,0.0,0.0,-0.001,0.0
-27,-0.01,0.1,0.0,0.0
-34,0.0,0.0,0.0,0.0
71,-0.012288032749967264,0.0,0.0,0.0
