,-3,-1,0
20,-0.014777180038488488,-0.00875393902191591,-0.007235519031011353
22,-0.0059967309,-0.003940399,-0.005006568421629101
25,-0.02336901799987408,-0.00780572325720799,-0.00700383
28,-0.02093710489506298,-0.039917452430832966,-0.028536307506819354
31,-0.0789719345195278,-0.028015997304178687,-0.031390885096187024
33,-0.005970000000000001,-0.031451515757241706,-0.01604842258659719
35,-0.08162365253095412,-0.026789285706788034,-0.028328564535339596
38,-0.017776411190378972,-0.02345498798544224,-0.016060638961548926
40,-0.017937511332147157,-0.01740278271297796,-0.03614980522932903
43,-0.031984811545035234,-0.02816422432876483,-0.01884436166349317
45,-0.0030000000000000005,-0.016412849467109556,-0.025452690924229582
48,-0.06731017517789034,-0.02773525821696934,-0.02828925812674422
50,-0.014970029985003002,-0.02650974947693526,-0.021385265489025206
53,-0.07406179608964644,-0.03588374708315888,-0.03571110699055341
55,-0.199,-0.12391433938915243,-0.13039693968187666
58,-0.648405675693191,-0.6299304062492919,-0.5545149618508006
terminal,0.0,0.0,0.0
23,-0.005997000000000001,-0.00602729356725191,-0.01773500389054266
26,-0.17574501994771133,-0.05317246692934105,-0.055317611357003665
36,-0.056045398940959584,-0.021345362832872097,-0.020540700835203006
41,-0.04575870393911305,-0.01682673594171436,-0.021396719977445508
46,-0.053896824496339014,-0.01964902213286228,-0.03288520941171967
49,-0.02078976521615055,-0.027134883435544214,-0.02059238216857333
51,-0.11491582641267993,-0.017896735439275103,-0.03925055406793456
54,-0.13774052353936153,-0.14699254675899157,-0.20498818745137598
56,-0.22562193802029193,-0.21780095900409915,-0.2232559964793852
59,-0.431411837970985,-0.4698766245627427,-0.40584256961223325
61,-0.107938768863,-0.20149600093273926,-0.011530827930000001
29,-0.029450989818534598,-0.023725123264960978,-0.018764164533950432
34,-0.017937604719777334,-0.017096913189549427,-0.032933801107340066
39,-0.005997000000000001,-0.015093532538208252,-0.03352417963699483
44,-0.014970029985003002,-0.029276698207323277,-0.014795134460693608
52,-0.07024270799931036,-0.038845161004283105,-0.12607864711055114
57,-0.1277299590575883,-0.13206134296509273,-0.20148848897707355
30,-0.09989230054242633,-0.028336785919539732,-0.03063687137435543
32,-0.011865570591000001,-0.02754708406881713,-0.01158893923454784
37,-0.04847209345734126,-0.033149455673672716,-0.032380045987689524
42,-0.10838390473446502,-0.032383387454414304,-0.03165659486746373
47,-0.06358220618158872,0.07796262809455007,-0.026607344096249395
60,-0.30798889161213444,-0.3595302792627199,-0.3041586990891789
62,-0.519377550791515,-0.4680889389374806,-0.4944987071231123
65,0.0,-0.001,0.0
63,-0.22213579571331787,-0.297980299,-0.20363554139860202
27,-0.0030000000000000005,-0.007259398879616704,-0.004153557973018739
64,-0.21312025315920302,-0.29307952379979796,-0.2019702
24,-0.0030000000000000005,-0.0033746294443379636,-0.001
66,-0.10297,-0.19801000000000002,-0.1
67,-0.10297,-0.1,-0.0030000000000000005
68,-0.1,0.0,-0.001
70,0.0,0.0,0.0
69,0.0,0.0,0.0
71,0.0,0.0,0.0
