,-10,-3,-1,0
20,-0.3461686784455454,0.990812384262135,2.802333955362601,4.580907856665062
13,-0.13170297706222184,-0.005987910000000001,0.11080858067820394,0.3447169997589467
15,-0.0863313797947654,0.24800223905594324,3.7042250805548687,0.03278853079634015
8,-0.01,-0.03490141278885738,-0.014473753145606939,0.17957151009159672
10,0.0,0.0,0.23878180539535013,-0.009166150954749451
6,0.0,-0.017956843460319505,0.0798533373838108,-0.023778050241990388
11,-0.01,-0.012138050234844435,-0.0074002200447214166,0.31869644240316913
14,0.08005046283988351,0.23099752869739548,2.8907925450874563,4.031446795470046
7,-0.01,-0.012341076329587912,0.18984499355702056,-0.07981844530490409
9,0.0,0.0,0.0051277552306873775,0.05613799387672927
12,0.12387449521057915,1.547683649012114,4.653335592023384,1.309071111922937
5,0.0,0.29701,0.001621375154448764,-0.09991844601222108
terminal,0.0,0.0,0.0,0.0
22,1.6784367692961364,2.1451257120357976,5.130267319707638,2.5415799978820597
25,0.19748576125910225,0.8345140156876188,2.072763628316304,3.7325570954939544
18,-0.05136456343793249,-0.010463214335100831,1.080272732474382,1.3597719694336738
4,0.0,0.0,-0.0012698439013382992,0.0
16,0.22571015781106868,0.4970454291760269,0.2622336187859123,4.49566886419202
23,0.3831343424168743,1.7669264367037896,3.1669530321388173,4.7635148652470605
26,4.833070376378306,4.768963900636252,3.605660338536535,3.284470144596898
19,1.4909897216737786,4.784729227728641,4.641081344459912,3.2612209136424886
17,-0.02213108242795204,0.4651535096782852,4.291306671902292,2.659842749825488
21,0.395968041053115,3.4808812470466264,5.202103704757394,3.856505902672265
24,0.7966450173446744,2.3589337193454885,4.96476218284842,1.247741771829105
28,3.6611302207596044,3.0042870671661306,1.9821057929595838,4.227396090448818
29,3.717008868605089,2.595101738946881,3.359721314990414,0.46903515040890464
27,0.109891992411941,0.6476939988070025,3.4316695842605194,1.1803417030748946
31,3.1277848796430323,1.626690489790877,4.27039976358013,2.762139113057891
34,0.5467723348074095,1.1603181186121871,3.2767375398075296,0.34518606622958625
36,1.700893771677579,1.0408289320530373,3.3245325810824595,0.09320478673796963
32,0.894148370626847,0.010132061512664716,1.1439302718259592,1.8407216503594062
30,0.20383452241555494,0.07395298418023936,1.0933907468727406,2.5289439306227766
33,4.2343144377879,1.5881519069067482,2.5765717331758027,1.8209181359318014
35,3.2462862561899524,0.8098328767039505,0.1614744700709942,1.5850656953549942
37,0.1181496383992095,0.08011890448082494,1.1145432186225905,0.03561245532289582
40,3.134714659301436,0.7498603460234472,0.04820500261337295,0.1029095223919051
38,3.2281043788032364,0.9009788623308991,2.5164040740632934,0.12617098505513402
39,-0.013707281799999999,-0.014494839533949462,0.13969355355155688,0.4806583888208161
41,0.08279966374964202,0.003682380426717153,0.7522595701831666,-0.024845370655885685
44,-0.01820110985777198,-0.007162452141188594,0.00294472283685592,0.19026740802044517
42,0.2713690463676698,-0.007155300000000002,0.0970199,0.5129509343125983
43,0.7266502568477606,0.0005136445813289292,-0.0006055260250854463,-0.008200533020923727
46,0.05643519080984962,-0.003387069681981601,0.19994077545291905,0.024183365801665246
49,-0.1299607819391418,-0.000999999999999987,-0.032927948817025564,0.19109950099999998
45,0.1538920905374372,0.0,-0.00098710667143381,-0.034455233818609
48,-0.06198654765589082,0.5430585888210931,-0.00199,-0.01
51,-0.1099,-0.203909997,-0.199,-0.17988017460334546
50,-0.0538082940952293,-0.0030000000000000005,-0.001,0.0
54,-0.10877805356280816,-0.0030000000000000005,-0.001,0.199
52,-0.008797812986067868,-0.0030000000000000005,0.0,-0.00199
55,-0.006749941197134898,0.0,-0.001,0.0
47,0.2257100070616116,-0.0019958564488096707,0.0014325920629099996,-0.08977216076712193
56,0.0,0.0,0.0,-0.001
59,-0.01,0.0,0.0,0.0
0,0.0,0.0,-0.001,0.0
2,0.0,0.0,0.0,0.000791
57,-0.01,-0.0030000000000000005,0.1,0.0
1,0.0,0.0,0.0,-0.01
