,-3,-1,0
20,-0.008943901815756439,-0.006793465209301,-0.0063982271509429485
22,0.0,0.0,-0.007053573724183405
25,-0.03178378820048824,-0.00956179249911955,-0.01076238703
27,0.0,-0.007350174476460979,-0.00333889783217074
30,-0.12518801667604995,-0.03513979593290774,-0.038001398585054545
32,-0.020885335865669312,-0.02606447820157505,-0.025531120974676264
35,-0.1108680773378754,-0.03441094705246747,-0.03394644860163107
37,-0.03783198412229995,-0.03085449564112508,-0.028653007780624247
40,-0.07426033942520012,-0.028419090781822746,-0.0311828713475745
42,-0.055007408460461336,-0.030019255914906586,-0.03145045126230579
45,-0.0743474264287106,-0.028572625623295548,-0.029344119344419668
47,-0.005997000000000001,-0.028975809627965476,-0.020003773213164412
50,-0.05629690766071713,-0.02281288223960816,-0.0308476072842559
52,-0.20099834683771323,-0.11622354688568208,-0.11369364856980892
55,-0.24938419279181442,-0.1995422068330358,-0.18378776281495668
terminal,0.0,0.0,0.0
23,-0.005997000000000001,-0.008042967075182695,-0.01521512268850447
26,-0.18302153536956597,-0.048486288257619636,-0.05081564822976447
29,-0.02093710489506298,-0.019611118704540225,-0.021094261009524478
31,-0.09464644416607933,-0.02790205721248084,-0.0271000831511701
33,-0.008991003000000001,-0.03164829715581284,-0.017216500066105936
36,-0.056006250697829274,-0.02248238546376006,-0.021473247523345527
39,-0.008963582700000002,-0.020182402600604592,-0.02638756328195192
41,-0.06655772556707674,-0.021019919755176107,-0.020213768820267514
43,-0.011982011997,-0.024676324779139627,-0.017184975317160237
46,-0.04089091830055633,-0.022385052817025283,-0.026448988642767852
48,-0.02653210925751241,-0.02472084288619891,-0.01800204724114114
51,-0.023403599907638743,-0.02667244816458331,-0.11051827566771409
53,-0.12118379153063244,-0.049246442348740274,-0.04247019869031108
56,-0.3737580651664956,-0.41582331547910417,-0.3364374887943969
58,-0.41462213842460427,-0.3884813058839729,-0.4048095308207801
61,-0.5054157104450397,-0.483763814278945,-0.4899584282893676
28,0.0,-0.04573122231287792,-0.02233136460323566
38,-0.005997000000000001,-0.02777139191506971,-0.013671782666340374
34,-0.04092590162110966,-0.022027175640371714,-0.022353981259404545
44,-0.04023259865095612,-0.02652418037255788,-0.02384226645185833
49,-0.09091716304348971,-0.03416224435171136,-0.03268389860974727
54,-0.04739277780592959,-0.049665876321168825,-0.12248615754912423
59,-0.49761952177243607,-0.5845363211473883,-0.5714786719244895
57,-0.11553817187678805,-0.14965914098787592,-0.2122898481094346
60,-0.32206103163019356,-0.3919523305602165,-0.3969678205633836
62,-0.11925044900196743,-0.198998209,-0.30283846359030103
64,-0.1,-0.10099000000000001,-0.00199
63,-0.20951307159888,-0.20091158605990003,-0.19801000000000002
65,-0.1,-0.1,-0.106880599
67,-0.0030000000000000005,-0.1,0.0
68,0.0,0.0,0.0
66,-0.1,0.0,-0.001
69,0.0,0.0,0.0
